POSTE,RR
74056416,657.9
74056417,765.8
74060001,1731.5
74063002,2354.6
74063405,670.4
74081002,1514.7
74083002,1844.2
74085001,1855.2
74087001,1176.8
74093001,1324.2
74105002,1076.4
74119002,1236.0
74119003,1367.5
74133001,1095.0
74134002,2206.6
74134400,157.9
74135001,1507.2
74136003,2339.2
74136005,2183.4
74136403,62.5
74137001,1528.8
74143003,1574.3
74173001,2132.0
74182001,1341.5
74191003,1809.7
74191406,549.7
74203001,1820.7
74211002,1699.8
74221001,1910.5
74252001,1674.3
74256001,1382.6
74258002,2108.4
74266001,1760.7
74280001,2238.5
74281001,1164.5
74285002,1117.1
74286001,1920.8
74286400,1730.7
74289001,1310.2
75106001,749.8
75110001,730.1
75114001,739.0
75116008,657.4
76116001,819.5
76130001,975.9
76171001,938.9
76208001,755.8
76217001,954.3
76228001,1112.5
76255002,1093.2
76259001,1078.6000000000001
76276001,993.6
76302002,1276.0
76378001,874.1
76473001,944.6
76481001,971.6
76540009,806.9
76552001,837.9
76582001,1094.1
76679001,1319.9
76746001,1034.4
77054001,735.5
77084001,742.6
77113002,843.3
77142002,537.6
77148002,823.0
77159001,851.8
77168003,427.0
77186002,846.5
77211001,848.1
77239001,850.6
77303001,537.6
77306001,824.7
77320002,815.3
77333003,819.2
77395001,371.40000000000003
77405002,531.2
77418001,900.5
77468001,842.6
77469003,747.4
77489001,858.5
77530001,925.9
78005002,594.9
78354001,655.5
78380001,698.7
78481001,655.4
78486002,777.7
78505001,666.3
78562001,749.5
78615002,671.0
78620001,795.2
78621001,730.9
78640001,716.7
78646002,764.0
79017001,913.4
79049004,920.9
79079013,1017.3
79134001,833.8
79148001,1204.5
79174002,1150.8
79176001,1172.1
79191005,1098.1
79202003,994.8
79215001,1298.9
79220002,1200.8
79270003,1250.3
79309001,1127.1
79311002,1435.0
79320002,1281.9
79326004,807.1
79329001,750.2
80001001,977.3
80041001,853.6
80086002,1130.8
80182003,980.9
80248001,1276.4
80253002,1095.3
80271002,835.6
80379002,699.6
80523001,763.3
80557001,805.0
80606002,1006.9
80628001,748.1
80630001,862.1
80682001,737.7
80713001,1220.7
80801001,789.0
81014001,1425.3
81069001,816.2
81081002,870.3
81115002,1115.5
81124001,1563.8
81140002,580.6
81182004,1103.6
81192005,802.8
81217002,853.6
81284001,785.0
81292001,906.7
82033005,868.7
82038006,913.8
82094004,976.6999999999999
82121002,803.3
82174001,867.4
82178002,649.3
82180001,725.7
83002004,719.7
83004004,497.3
83007004,665.2
83019002,495.0
83031001,535.0
83035001,459.5
83035002,372.7
83042001,515.0
83043005,504.2
83044003,732.1999999999999
83049005,518.0
83050007,443.1
83051001,461.8
83061001,376.4
83061007,446.8
83069001,348.4
83069002,449.09999999999997
83069003,342.0
83074002,863.4
83075001,526.2
83077001,703.3
83080001,844.3
83083001,537.1
83093005,664.8
83101001,394.2
83102005,675.7
83104001,600.5
83116022,630.4
83124002,539.0
83137001,465.6
83145001,683.7
83148002,469.1
83150002,586.1
84003002,662.3000000000001
84003003,592.6
84007002,314.0
84007005,277.0
84009002,549.0
84015002,1045.5
84025001,390.9
84026003,494.5
84031001,503.8
84054001,377.3
84064001,501.9
84069001,660.8
84074004,464.3
84085004,465.2
84086001,493.2
84087001,414.7
84094001,625.1
84107002,667.5
84150001,540.1
85005001,1140.4
85051001,1079.2
85060002,821.1
85092004,932.4
85097001,1070.6
85104001,854.9
85109001,1078.2
85113001,809.9
85152001,1064.5
85153002,1032.7
85163001,835.9
85169002,1060.2
85172001,723.9
85182004,1010.1999999999999
85190001,961.2
85191003,943.0
85215002,948.4
85216001,794.0
86009001,770.3
86015001,1061.2
86021002,997.4
86027001,791.2
86032001,770.4
86039001,878.8
86066001,808.8
86078002,1091.3
86097001,939.9
86137003,773.4
86139001,1130.5
86140001,881.2
86152002,1005.0
86165005,835.4
86273001,934.7
86289001,932.5
87009003,1679.6
87011002,1000.8
87032004,1355.5
87041001,1192.8
87044001,1342.5
87059001,1027.3
87064005,1303.4
87085006,1257.1
87089003,1032.5
87103002,1325.0
87106001,1218.9
87113001,1197.9
87146002,1282.2
87154003,1160.6
87159002,1540.8
87183001,1492.8
87187003,1305.6
88033002,942.1
88075005,2355.8
88081004,2044.3
88095003,948.4
88136001,1000.6
88147001,953.1
88176003,1144.1
88196009,2201.5
88201003,1128.3
88248001,977.9
88271001,941.6
88304006,893.0
88340001,962.9
88383001,1738.4
88393003,990.6
88399001,1174.8
88402002,766.2
88408002,2406.1
88430001,893.7
88486003,1846.8
88487003,1722.4
89003001,793.7
89014001,1065.6
89068001,787.9
89086001,823.3
89131001,832.2
89133001,869.0
89173001,897.3000000000001
89192001,843.5
89206001,809.5
89260001,832.1
89273001,849.7
89279002,669.0
89295001,694.2
89333001,729.9
89342001,831.3
89349005,1163.9
89365001,831.7
89380001,839.2
89387002,719.6
89418007,783.4
90035001,1034.1
90044001,1152.6
90052002,1769.5
90056002,1060.8
90065003,2679.7
90074001,973.6
90090001,1080.7
91027002,676.7
91103001,681.6
91184001,675.3
91200002,711.0
91272001,720.5
91275001,801.6
91405002,698.0
92073001,722.5
93050001,754.7
94015002,339.2
94068001,798.1
95078001,665.3
95088001,712.6
95446001,476.2
95492001,832.0
95527001,789.3
95580001,779.3
95690001,755.7
